,pair_ID,a,b,ambiguous,template
51,51,My father has claimed the ticket the box office saved for him.,My father is claiming the ticket the box office saved for him.,True,1_RC_ambig_2
52,52,He has claimed the ticket the guy in the ticket booth saved for me.,He is claiming the ticket the guy in the ticket booth saved for me.,True,1_RC_ambig_2
53,53,He has forgotten the ticket the guy in the ticket booth saved for me.,He is forgetting the ticket the guy in the ticket booth saved for me.,True,1_RC_ambig_2
54,54,The woman strived for the goal she thought about.,The woman was striving for the goal she thought about.,True,1_RC_ambig_2
55,55,The grandmother strived for the dream she dreamed of.,The grandmother was striving for the dream she dreamed of.,True,1_RC_ambig_2
56,56,The woman strived for the goal she daydreamed about.,The woman was striving for the goal she daydreamed about.,True,1_RC_ambig_2
57,57,The grandmother fantasized about the dream she daydreamed about.,The grandmother was fantasizing about the dream she daydreamed about.,True,1_RC_ambig_2
58,58,The woman fantasized about the goal she thought about.,The woman was fantasizing about the goal she thought about.,True,1_RC_ambig_2
59,59,The old lady fantasized about the goal she dreamed of.,The old lady was fantasizing about the goal she dreamed of.,True,1_RC_ambig_2
60,60,The grandmother strived for the goal she daydreamed about.,The grandmother was striving for the goal she daydreamed about.,True,1_RC_ambig_2
61,61,The grandmother strived for the dream she thought about.,The grandmother was striving for the dream she thought about.,True,1_RC_ambig_2
62,62,The woman fantasized about the goal she daydreamed about.,The woman was fantasizing about the goal she daydreamed about.,True,1_RC_ambig_2
63,63,The woman fantasized about the dream she daydreamed about.,The woman was fantasizing about the dream she daydreamed about.,True,1_RC_ambig_2
64,64,The old lady strived for the goal she thought about.,The old lady was striving for the goal she thought about.,True,1_RC_ambig_2
65,65,The old lady fantasized about the goal she daydreamed about.,The old lady was fantasizing about the goal she daydreamed about.,True,1_RC_ambig_2
66,66,The woman strived for the dream she dreamed of.,The woman was striving for the dream she dreamed of.,True,1_RC_ambig_2
67,67,The grandmother fantasized about the dream she thought about.,The grandmother was fantasizing about the dream she thought about.,True,1_RC_ambig_2
68,68,The old lady strived for the dream she thought about.,The old lady was striving for the dream she thought about.,True,1_RC_ambig_2
69,69,The old lady fantasized about the goal she thought about.,The old lady was fantasizing about the goal she thought about.,True,1_RC_ambig_2
70,70,The woman fantasized about the goal she dreamed of.,The woman was fantasizing about the goal she dreamed of.,True,1_RC_ambig_2
71,71,The old lady strived for the goal she daydreamed about.,The old lady was striving for the goal she daydreamed about.,True,1_RC_ambig_2
72,72,The woman fantasized about the dream she dreamed of.,The woman was fantasizing about the dream she dreamed of.,True,1_RC_ambig_2
73,73,The old lady fantasized about the dream she dreamed of.,The old lady was fantasizing about the dream she dreamed of.,True,1_RC_ambig_2
74,74,The grandmother strived for the dream she daydreamed about.,The grandmother was striving for the dream she daydreamed about.,True,1_RC_ambig_2
75,75,The grandmother strived for the goal she thought about.,The grandmother was striving for the goal she thought about.,True,1_RC_ambig_2
76,76,The grandmother fantasized about the goal she thought about.,The grandmother was fantasizing about the goal she thought about.,True,1_RC_ambig_2
77,77,The woman strived for the dream she daydreamed about.,The woman was striving for the dream she daydreamed about.,True,1_RC_ambig_2
78,78,The grandmother fantasized about the goal she dreamed of.,The grandmother was fantasizing about the goal she dreamed of.,True,1_RC_ambig_2
79,79,The woman fantasized about the dream she thought about.,The woman was fantasizing about the dream she thought about.,True,1_RC_ambig_2
80,80,The grandmother strived for the goal she dreamed of.,The grandmother was striving for the goal she dreamed of.,True,1_RC_ambig_2
81,81,The woman strived for the dream she thought about.,The woman was striving for the dream she thought about.,True,1_RC_ambig_2
82,82,The grandmother fantasized about the goal she daydreamed about.,The grandmother was fantasizing about the goal she daydreamed about.,True,1_RC_ambig_2
83,83,The old lady fantasized about the dream she daydreamed about.,The old lady was fantasizing about the dream she daydreamed about.,True,1_RC_ambig_2
84,84,The old lady strived for the dream she daydreamed about.,The old lady was striving for the dream she daydreamed about.,True,1_RC_ambig_2
85,85,The woman strived for the goal she dreamed of.,The woman was striving for the goal she dreamed of.,True,1_RC_ambig_2
86,86,The old lady strived for the goal she dreamed of.,The old lady was striving for the goal she dreamed of.,True,1_RC_ambig_2
87,87,The old lady fantasized about the dream she thought about.,The old lady was fantasizing about the dream she thought about.,True,1_RC_ambig_2
88,88,The old lady strived for the dream she dreamed of.,The old lady was striving for the dream she dreamed of.,True,1_RC_ambig_2
89,89,The grandmother fantasized about the dream she dreamed of.,The grandmother was fantasizing about the dream she dreamed of.,True,1_RC_ambig_2
90,90,The therapist saw a woman she helped ten years ago.,The therapist was seeing a woman she helped ten years ago.,True,1_RC_ambig_2
91,91,The psychoanalyst saw a woman she treated last year.,The psychoanalyst was seeing a woman she treated last year.,True,1_RC_ambig_2
92,92,The psychoanalyst saw a woman she helped last year.,The psychoanalyst was seeing a woman she helped last year.,True,1_RC_ambig_2
93,93,The psychologist saw a patient she treated last year.,The psychologist was seeing a patient she treated last year.,True,1_RC_ambig_2
94,94,The psychiatrist saw someone she helped ten years ago.,The psychiatrist was seeing someone she helped ten years ago.,True,1_RC_ambig_2
95,95,The therapist saw someone she helped ten years ago.,The therapist was seeing someone she helped ten years ago.,True,1_RC_ambig_2
96,96,The psychoanalyst saw a patient she treated last year.,The psychoanalyst was seeing a patient she treated last year.,True,1_RC_ambig_2
97,97,The psychiatrist saw a woman she helped ten years ago.,The psychiatrist was seeing a woman she helped ten years ago.,True,1_RC_ambig_2
98,98,The psychologist saw a patient she helped ten years ago.,The psychologist was seeing a patient she helped ten years ago.,True,1_RC_ambig_2
99,99,The psychiatrist saw a woman she helped last year.,The psychiatrist was seeing a woman she helped last year.,True,1_RC_ambig_2
100,100,The psychiatrist saw someone she treated last year.,The psychiatrist was seeing someone she treated last year.,True,1_RC_ambig_2
101,101,The psychoanalyst saw a patient she helped ten years ago.,The psychoanalyst was seeing a patient she helped ten years ago.,True,1_RC_ambig_2
102,102,The psychologist saw a patient she helped last year.,The psychologist was seeing a patient she helped last year.,True,1_RC_ambig_2
103,103,The psychoanalyst saw a patient she helped last year.,The psychoanalyst was seeing a patient she helped last year.,True,1_RC_ambig_2
104,104,The psychiatrist saw a woman she treated last year.,The psychiatrist was seeing a woman she treated last year.,True,1_RC_ambig_2
105,105,The therapist saw someone she treated ten years ago.,The therapist was seeing someone she treated ten years ago.,True,1_RC_ambig_2
106,106,The therapist saw a woman she treated last year.,The therapist was seeing a woman she treated last year.,True,1_RC_ambig_2
107,107,The psychoanalyst saw someone she treated last year.,The psychoanalyst was seeing someone she treated last year.,True,1_RC_ambig_2
108,108,The psychoanalyst saw someone she helped last year.,The psychoanalyst was seeing someone she helped last year.,True,1_RC_ambig_2
109,109,The psychologist saw a woman she helped ten years ago.,The psychologist was seeing a woman she helped ten years ago.,True,1_RC_ambig_2
110,110,The psychoanalyst saw someone she helped ten years ago.,The psychoanalyst was seeing someone she helped ten years ago.,True,1_RC_ambig_2
111,111,The psychologist saw a woman she helped last year.,The psychologist was seeing a woman she helped last year.,True,1_RC_ambig_2
112,112,The psychiatrist saw someone she treated ten years ago.,The psychiatrist was seeing someone she treated ten years ago.,True,1_RC_ambig_2
113,113,The psychologist saw someone she treated ten years ago.,The psychologist was seeing someone she treated ten years ago.,True,1_RC_ambig_2
114,114,The psychologist saw a patient she treated ten years ago.,The psychologist was seeing a patient she treated ten years ago.,True,1_RC_ambig_2
115,115,The psychiatrist saw someone she helped last year.,The psychiatrist was seeing someone she helped last year.,True,1_RC_ambig_2
116,116,The therapist saw someone she helped last year.,The therapist was seeing someone she helped last year.,True,1_RC_ambig_2
117,117,The psychoanalyst saw a woman she helped ten years ago.,The psychoanalyst was seeing a woman she helped ten years ago.,True,1_RC_ambig_2
118,118,The therapist saw a patient she helped last year.,The therapist was seeing a patient she helped last year.,True,1_RC_ambig_2
119,119,The therapist saw a woman she helped last year.,The therapist was seeing a woman she helped last year.,True,1_RC_ambig_2
120,120,The psychiatrist saw a woman she treated ten years ago.,The psychiatrist was seeing a woman she treated ten years ago.,True,1_RC_ambig_2
121,121,The psychiatrist saw a patient she treated last year.,The psychiatrist was seeing a patient she treated last year.,True,1_RC_ambig_2
122,122,The psychiatrist saw a patient she treated ten years ago.,The psychiatrist was seeing a patient she treated ten years ago.,True,1_RC_ambig_2
123,123,The psychologist saw someone she treated last year.,The psychologist was seeing someone she treated last year.,True,1_RC_ambig_2
124,124,The psychologist saw someone she helped last year.,The psychologist was seeing someone she helped last year.,True,1_RC_ambig_2
125,125,The therapist saw someone she treated last year.,The therapist was seeing someone she treated last year.,True,1_RC_ambig_2
126,126,The therapist saw a patient she treated last year.,The therapist was seeing a patient she treated last year.,True,1_RC_ambig_2
127,127,The psychologist saw a woman she treated ten years ago.,The psychologist was seeing a woman she treated ten years ago.,True,1_RC_ambig_2
128,128,The psychoanalyst saw a woman she treated ten years ago.,The psychoanalyst was seeing a woman she treated ten years ago.,True,1_RC_ambig_2
129,129,The psychoanalyst saw someone she treated ten years ago.,The psychoanalyst was seeing someone she treated ten years ago.,True,1_RC_ambig_2
130,130,The psychiatrist saw a patient she helped ten years ago.,The psychiatrist was seeing a patient she helped ten years ago.,True,1_RC_ambig_2
131,131,The therapist saw a patient she helped ten years ago.,The therapist was seeing a patient she helped ten years ago.,True,1_RC_ambig_2
132,132,The psychologist saw a woman she treated last year.,The psychologist was seeing a woman she treated last year.,True,1_RC_ambig_2
133,133,The psychiatrist saw a patient she helped last year.,The psychiatrist was seeing a patient she helped last year.,True,1_RC_ambig_2
134,134,The therapist saw a woman she treated ten years ago.,The therapist was seeing a woman she treated ten years ago.,True,1_RC_ambig_2
135,135,The psychoanalyst saw a patient she treated ten years ago.,The psychoanalyst was seeing a patient she treated ten years ago.,True,1_RC_ambig_2
136,136,The psychologist saw someone she helped ten years ago.,The psychologist was seeing someone she helped ten years ago.,True,1_RC_ambig_2
137,137,The therapist saw a patient she treated ten years ago.,The therapist was seeing a patient she treated ten years ago.,True,1_RC_ambig_2
138,138,The cinematographer strived for the award she fantasized about.,The cinematographer was striving for the award she fantasized about.,True,1_RC_ambig_2
139,139,The cinematographer strived for the award she dreamed of.,The cinematographer was striving for the award she dreamed of.,True,1_RC_ambig_2
140,140,The cinematographer strived for the Oscar he dreamed of.,The cinematographer was striving for the Oscar he dreamed of.,True,1_RC_ambig_2
141,141,The actor strived for the fame she fantasized about.,The actor was striving for the fame she fantasized about.,True,1_RC_ambig_2
142,142,The cinematographer strived for the Emmy she fantasized about.,The cinematographer was striving for the Emmy she fantasized about.,True,1_RC_ambig_2
143,143,The writer strived for the Oscar he fantasized about.,The writer was striving for the Oscar he fantasized about.,True,1_RC_ambig_2
144,144,The writer strived for the Oscar he dreamed of.,The writer was striving for the Oscar he dreamed of.,True,1_RC_ambig_2
145,145,The director strived for the Emmy he fantasized about.,The director was striving for the Emmy he fantasized about.,True,1_RC_ambig_2
146,146,The writer strived for the Emmy he fantasized about.,The writer was striving for the Emmy he fantasized about.,True,1_RC_ambig_2
147,147,The director strived for the fame she dreamed of.,The director was striving for the fame she dreamed of.,True,1_RC_ambig_2
148,148,The director strived for the Oscar she fantasized about.,The director was striving for the Oscar she fantasized about.,True,1_RC_ambig_2
149,149,The cinematographer strived for the Emmy he fantasized about.,The cinematographer was striving for the Emmy he fantasized about.,True,1_RC_ambig_2
150,150,The cinematographer strived for the fame he dreamed of.,The cinematographer was striving for the fame he dreamed of.,True,1_RC_ambig_2
151,151,The cinematographer strived for the Emmy he dreamed of.,The cinematographer was striving for the Emmy he dreamed of.,True,1_RC_ambig_2
152,152,The cinematographer strived for the award he dreamed of.,The cinematographer was striving for the award he dreamed of.,True,1_RC_ambig_2
153,153,The actor strived for the fame she dreamed of.,The actor was striving for the fame she dreamed of.,True,1_RC_ambig_2
154,154,The director strived for the recognition he dreamed of.,The director was striving for the recognition he dreamed of.,True,1_RC_ambig_2
155,155,The director strived for the recognition she dreamed of.,The director was striving for the recognition she dreamed of.,True,1_RC_ambig_2
156,156,The cinematographer strived for the recognition he dreamed of.,The cinematographer was striving for the recognition he dreamed of.,True,1_RC_ambig_2
157,157,The writer strived for the Emmy she fantasized about.,The writer was striving for the Emmy she fantasized about.,True,1_RC_ambig_2
158,158,The director strived for the award he dreamed of.,The director was striving for the award he dreamed of.,True,1_RC_ambig_2
159,159,The writer strived for the award she fantasized about.,The writer was striving for the award she fantasized about.,True,1_RC_ambig_2
160,160,The cinematographer strived for the Oscar he fantasized about.,The cinematographer was striving for the Oscar he fantasized about.,True,1_RC_ambig_2
161,161,The cinematographer strived for the award he fantasized about.,The cinematographer was striving for the award he fantasized about.,True,1_RC_ambig_2
162,162,The actor strived for the recognition she fantasized about.,The actor was striving for the recognition she fantasized about.,True,1_RC_ambig_2
163,163,The writer strived for the award he fantasized about.,The writer was striving for the award he fantasized about.,True,1_RC_ambig_2
164,164,The writer strived for the Oscar she fantasized about.,The writer was striving for the Oscar she fantasized about.,True,1_RC_ambig_2
165,165,The writer strived for the recognition she dreamed of.,The writer was striving for the recognition she dreamed of.,True,1_RC_ambig_2
166,166,The actor strived for the award she dreamed of.,The actor was striving for the award she dreamed of.,True,1_RC_ambig_2
167,167,The director strived for the Oscar he fantasized about.,The director was striving for the Oscar he fantasized about.,True,1_RC_ambig_2
168,168,The actor strived for the Oscar she fantasized about.,The actor was striving for the Oscar she fantasized about.,True,1_RC_ambig_2
169,169,The writer strived for the fame she dreamed of.,The writer was striving for the fame she dreamed of.,True,1_RC_ambig_2
170,170,The cinematographer strived for the Oscar she fantasized about.,The cinematographer was striving for the Oscar she fantasized about.,True,1_RC_ambig_2
171,171,The writer strived for the Emmy she dreamed of.,The writer was striving for the Emmy she dreamed of.,True,1_RC_ambig_2
172,172,The director strived for the Emmy she dreamed of.,The director was striving for the Emmy she dreamed of.,True,1_RC_ambig_2
173,173,The actor strived for the Emmy he fantasized about.,The actor was striving for the Emmy he fantasized about.,True,1_RC_ambig_2
174,174,The actor strived for the Oscar he dreamed of.,The actor was striving for the Oscar he dreamed of.,True,1_RC_ambig_2
175,175,The director strived for the Oscar she dreamed of.,The director was striving for the Oscar she dreamed of.,True,1_RC_ambig_2
176,176,The cinematographer strived for the recognition she fantasized about.,The cinematographer was striving for the recognition she fantasized about.,True,1_RC_ambig_2
177,177,The writer strived for the award he dreamed of.,The writer was striving for the award he dreamed of.,True,1_RC_ambig_2
178,178,The cinematographer strived for the recognition he fantasized about.,The cinematographer was striving for the recognition he fantasized about.,True,1_RC_ambig_2
179,179,The actor strived for the Emmy he dreamed of.,The actor was striving for the Emmy he dreamed of.,True,1_RC_ambig_2
180,180,The director strived for the Emmy he dreamed of.,The director was striving for the Emmy he dreamed of.,True,1_RC_ambig_2
181,181,The director strived for the recognition she fantasized about.,The director was striving for the recognition she fantasized about.,True,1_RC_ambig_2
182,182,The writer strived for the award she dreamed of.,The writer was striving for the award she dreamed of.,True,1_RC_ambig_2
183,183,The director strived for the Emmy she fantasized about.,The director was striving for the Emmy she fantasized about.,True,1_RC_ambig_2
184,184,The director strived for the fame he dreamed of.,The director was striving for the fame he dreamed of.,True,1_RC_ambig_2
185,185,The actor strived for the recognition he dreamed of.,The actor was striving for the recognition he dreamed of.,True,1_RC_ambig_2
186,186,The writer strived for the Emmy he dreamed of.,The writer was striving for the Emmy he dreamed of.,True,1_RC_ambig_2
187,187,The actor strived for the Oscar she dreamed of.,The actor was striving for the Oscar she dreamed of.,True,1_RC_ambig_2
188,188,The cinematographer strived for the Oscar she dreamed of.,The cinematographer was striving for the Oscar she dreamed of.,True,1_RC_ambig_2
189,189,The writer strived for the recognition she fantasized about.,The writer was striving for the recognition she fantasized about.,True,1_RC_ambig_2
190,190,The director strived for the fame he fantasized about.,The director was striving for the fame he fantasized about.,True,1_RC_ambig_2
191,191,The actor strived for the award he fantasized about.,The actor was striving for the award he fantasized about.,True,1_RC_ambig_2
192,192,The director strived for the Oscar he dreamed of.,The director was striving for the Oscar he dreamed of.,True,1_RC_ambig_2
193,193,The writer strived for the fame he fantasized about.,The writer was striving for the fame he fantasized about.,True,1_RC_ambig_2
194,194,The writer strived for the recognition he dreamed of.,The writer was striving for the recognition he dreamed of.,True,1_RC_ambig_2
195,195,The director strived for the recognition he fantasized about.,The director was striving for the recognition he fantasized about.,True,1_RC_ambig_2
196,196,The actor strived for the fame he fantasized about.,The actor was striving for the fame he fantasized about.,True,1_RC_ambig_2
197,197,The director strived for the award she fantasized about.,The director was striving for the award she fantasized about.,True,1_RC_ambig_2
198,198,The actor strived for the recognition he fantasized about.,The actor was striving for the recognition he fantasized about.,True,1_RC_ambig_2
199,199,The actor strived for the recognition she dreamed of.,The actor was striving for the recognition she dreamed of.,True,1_RC_ambig_2
200,200,The cinematographer strived for the recognition she dreamed of.,The cinematographer was striving for the recognition she dreamed of.,True,1_RC_ambig_2
201,201,The actor strived for the award she fantasized about.,The actor was striving for the award she fantasized about.,True,1_RC_ambig_2
202,202,The cinematographer strived for the fame he fantasized about.,The cinematographer was striving for the fame he fantasized about.,True,1_RC_ambig_2
203,203,The actor strived for the Emmy she fantasized about.,The actor was striving for the Emmy she fantasized about.,True,1_RC_ambig_2
204,204,The writer strived for the fame she fantasized about.,The writer was striving for the fame she fantasized about.,True,1_RC_ambig_2
205,205,The actor strived for the Oscar he fantasized about.,The actor was striving for the Oscar he fantasized about.,True,1_RC_ambig_2
206,206,The director strived for the award she dreamed of.,The director was striving for the award she dreamed of.,True,1_RC_ambig_2
207,207,The writer strived for the recognition he fantasized about.,The writer was striving for the recognition he fantasized about.,True,1_RC_ambig_2
208,208,The actor strived for the Emmy she dreamed of.,The actor was striving for the Emmy she dreamed of.,True,1_RC_ambig_2
209,209,The director strived for the fame she fantasized about.,The director was striving for the fame she fantasized about.,True,1_RC_ambig_2
210,210,The cinematographer strived for the Emmy she dreamed of.,The cinematographer was striving for the Emmy she dreamed of.,True,1_RC_ambig_2
211,211,The actor strived for the award he dreamed of.,The actor was striving for the award he dreamed of.,True,1_RC_ambig_2
212,212,The cinematographer strived for the fame she fantasized about.,The cinematographer was striving for the fame she fantasized about.,True,1_RC_ambig_2
213,213,The cinematographer strived for the fame she dreamed of.,The cinematographer was striving for the fame she dreamed of.,True,1_RC_ambig_2
214,214,The writer strived for the Oscar she dreamed of.,The writer was striving for the Oscar she dreamed of.,True,1_RC_ambig_2
215,215,The actor strived for the fame he dreamed of.,The actor was striving for the fame he dreamed of.,True,1_RC_ambig_2
216,216,The writer strived for the fame he dreamed of.,The writer was striving for the fame he dreamed of.,True,1_RC_ambig_2
217,217,The director strived for the award he fantasized about.,The director was striving for the award he fantasized about.,True,1_RC_ambig_2
218,218,The senator campaigned for the office he defended.,The senator was campaigning for the office he defended.,True,1_RC_ambig_2
219,219,The politician campaigned for the seat she occupied.,The politician was campaigning for the seat she occupied.,True,1_RC_ambig_2
220,220,The governor fought for the seat he defended.,The governor was fighting for the seat he defended.,True,1_RC_ambig_2
221,221,The MP campaigned for the seat he occupied.,The MP was campaigning for the seat he occupied.,True,1_RC_ambig_2
222,222,The politician campaigned for the office he occupied.,The politician was campaigning for the office he occupied.,True,1_RC_ambig_2
223,223,The legislator campaigned for the seat she defended.,The legislator was campaigning for the seat she defended.,True,1_RC_ambig_2
224,224,The governor fought for the seat she defended.,The governor was fighting for the seat she defended.,True,1_RC_ambig_2
225,225,The governor campaigned for the seat she occupied.,The governor was campaigning for the seat she occupied.,True,1_RC_ambig_2
226,226,The congressperson campaigned for the seat he occupied.,The congressperson was campaigning for the seat he occupied.,True,1_RC_ambig_2
227,227,The politician fought for the office he occupied.,The politician was fighting for the office he occupied.,True,1_RC_ambig_2
228,228,The MP campaigned for the seat she occupied.,The MP was campaigning for the seat she occupied.,True,1_RC_ambig_2
229,229,The governor fought for the seat he occupied.,The governor was fighting for the seat he occupied.,True,1_RC_ambig_2
230,230,The governor campaigned for the seat she defended.,The governor was campaigning for the seat she defended.,True,1_RC_ambig_2
231,231,The governor campaigned for the office he defended.,The governor was campaigning for the office he defended.,True,1_RC_ambig_2
232,232,The congressperson fought for the seat he occupied.,The congressperson was fighting for the seat he occupied.,True,1_RC_ambig_2
233,233,The legislator campaigned for the office she occupied.,The legislator was campaigning for the office she occupied.,True,1_RC_ambig_2
234,234,The legislator campaigned for the seat she occupied.,The legislator was campaigning for the seat she occupied.,True,1_RC_ambig_2
235,235,The senator campaigned for the seat she defended.,The senator was campaigning for the seat she defended.,True,1_RC_ambig_2
236,236,The legislator fought for the seat she occupied.,The legislator was fighting for the seat she occupied.,True,1_RC_ambig_2
237,237,The congressperson fought for the office she defended.,The congressperson was fighting for the office she defended.,True,1_RC_ambig_2
238,238,The politician fought for the seat he occupied.,The politician was fighting for the seat he occupied.,True,1_RC_ambig_2
239,239,The politician fought for the office he defended.,The politician was fighting for the office he defended.,True,1_RC_ambig_2
240,240,The MP fought for the seat she defended.,The MP was fighting for the seat she defended.,True,1_RC_ambig_2
241,241,The politician fought for the seat she defended.,The politician was fighting for the seat she defended.,True,1_RC_ambig_2
242,242,The senator campaigned for the office he occupied.,The senator was campaigning for the office he occupied.,True,1_RC_ambig_2
243,243,The congressperson fought for the seat she defended.,The congressperson was fighting for the seat she defended.,True,1_RC_ambig_2
244,244,The senator campaigned for the seat he defended.,The senator was campaigning for the seat he defended.,True,1_RC_ambig_2
245,245,The politician campaigned for the office she occupied.,The politician was campaigning for the office she occupied.,True,1_RC_ambig_2
246,246,The senator fought for the seat he defended.,The senator was fighting for the seat he defended.,True,1_RC_ambig_2
247,247,The governor campaigned for the office she defended.,The governor was campaigning for the office she defended.,True,1_RC_ambig_2
